coefs
0.0
-141.18905698961373
14686.803350162016
485.47506933079876
-78.968296490946
313.12913434088216
-377.7221291659422
-0.0
-1.7787653958202905
373.9216100022707
0.0
17138.87482821127
-20.17697334036621
46.59009031134686
-249.08562524581905
-0.0
-560.2625307548013
61.318210217097906
-0.0
-282.5977406403518
-0.0
208.06982803935318
-463.9651743479982
0.0
-197.39369088743112
176.24982231229646
-0.0
100.85602367619137
8316.356449373376
-1632.9060693578579
300.0145864757649
-0.0
334.2509606161623
0.0
0.0
0.0
0.0
-0.0
-0.0
666.1256139420582
309.1752838568231
-338.7808177899352
-0.0
0.0
0.0
0.0
-0.0
0.0
-118.4035013562257
0.0
9.723462337037002
0.0
0.0
585.1748858307217
100.88423452175716
-553.1781171177366
996.6674177681823
-0.0
-0.0
-0.0
-313.5543176511594
476.0670417385193
0.0
-0.0
0.0
0.0
0.0
0.0
-95.51766527587029
0.0
0.0
0.0
50.13012950342334
0.0
51.27284573089629
0.0
0.0
2.0505501403616984e-12
0.0
3697.5373583639584
787.172510559338
525.3228737647004
-7.145842393993446
-72.11529306901672
